"PID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","score"
"P010",1733339143151041536,126001729066010960,7635892065637734400,121229663188994576,90161435994688208,385974983816957760,4751883168740040,3270451087065171,67659184633269552,260722600215682240,151759795373309568,23016847717347736,4724822765058294,6940293341697925,1287354038272060160,263496461649517248,4275529469511313,325790819338174528,17985942241157218,152018222582672384,36280807881463392,22303183819782040,28911354934378372,152996426539684704,118324797096672640,202579928578254304,3621206807762152960,16657976773548652,67317981954995896,173318763241005504,65803618542584672,680535321354864384,3570520624367133696,22692154809407344,2654885118174178,112020461016191216,33260059104332456,17080830899103386,503674826143400448,62544932588783120,312513578096808000,218738647777892704,19772970567410172,21864792768086876,92937983368235856,3627235097852107,61289078169720584,24454618861892552,294504538484012480,147686109442235040,270101705094226976,364747294881.277,488727094280.442,1501889615.98258,470429028.984245,10042123.9123497,1915562921.27734,164606372.259903,204424954472681,115446392414717,746142642981108,348484617590563,895281087.332811,3564536445.26486,22849568287.9074,82352712165.9807,10367461228.4053,4000100.03391638,979085.439996192,286374103.288793,2764029.27260137,11773931384.3519,200697661.262749,452250618.269781,138874500.101431,0,16667578617.6091,120972578883.967,4245689013106.08,213148131745.051,14901802632073.7,47053583805138.8,13701495503434.3,1924051645026.61,336851582.302771,25238393.8981682,278366699.989376,97475202.7135882,83708372.3077808,126201040.391086,3477819.6519928,166355789.630593,25160754.0950538,142098616.756151,46174595.3500941,4778927.43762226,68953377.6374581,442993183.133339,7494650.81172267,2348374538.72549,12647937.1817237,194996216.855954,80126089.4113586,75926104.1177571,28078704.5518508,21685234.849753,11905205.6421573,17422076.9336829,220776732.761546,1827557.38013285,187101231.425148,1593367.07749463,23703645.2754582,408347614.956631,62492817.2692795,7899984.42816074,251435718.317872,43269459.3815972,59271658.1177658,190962479.763884,94911061.4216322,1731661657.6488,66599161.8622487,6282799970.04943,327067456.65373,-32494658.1119567,57129367.7828166,-413576.175865411,13079889425.203,1233292749812.05,35150212.4208347,222347062777.236,-3490810266.87142,119106413528.919,8892338924.39837,153190890292.57,13634809719.517,-22773543.0356758,-66899116.1028185,11882757580.3908,5228893.8523239,43046051892.2002,3495965773.06593,87801655.6828895,-417041944.433919,495697155.07869
"P011",15920321461926330,66252970997688.9,12943498027746732,117597826637754016,9577443937016332,1560660192159549952,89549720418923776,83119928281472384,121561706232036096,8614546235850662,17819342949932188,3806817793001180,2846634032743123,5583129699965446,10972264905269902,68007602880203392,35977533853724288,53969187300623192,25186142085125324,7165361461144892,18169414055895820,674073628464826,1156601113476043,16719990281851938,20321050871662272,2127007110672422,157512715345417856,89032956531426912,55072520880171792,379545336473162816,648677430809449,2382367192226339,53338843970310728,6986841275915196,891402260817237,41888076844047704,11754938053987120,52438474767484968,537513378431711680,51968431509302976,20818027217541836,65657574229419984,14819282498792010,5855860869660657,131907037773578832,103900687656877520,27033739989637904,1065508483120045696,201463892291111808,43616693522098728,99385542999782304,5417829151899.31,857024335496.21,415557211.686711,524941509.345482,3497316.11410953,64044636.1949926,450077406.501095,32776252924961,142900311090120,62704422203590.1,6143365303719.74,665030477.238248,1734051219.27842,957108956.206611,106539096799.527,58960360810.163,22742362.52817,118123797.864518,20164364.2042945,887797.421558008,194740080.448726,5032448.60686112,368172103.2205,971287106.982616,0,125548798132.184,100929670377.974,248073125106.496,3668353141.29172,582625861954.193,1016898445284.2,973128821099569,1875033766637.64,166745430.07147,13439555.5404971,127925095.310597,22761164.1908244,307380511.700596,6773196.26696165,82988722.1456611,28175884.4021154,6888305.30319425,15388924.7467073,14197378.4514002,206113790.538038,1463893633.79269,653230116.912726,377740003.738816,13672978.5058666,102722013.743959,587003871.676946,931357070.768535,11554353.2819265,105076405.651248,119144408.866498,292960246.739418,181954192.064157,312321267.383925,202303576.652866,776832.633678029,578620.809774474,21793206.2021975,230641611.65995,17367757.3765828,131072050.483735,231087755.550921,141114540.768061,61236181.1812226,131252214.543353,19958873.7915378,181140955.507186,16344717.3959443,977417207.264324,71803058.8804406,-80965662.0223118,642799247.465439,4058145.08143444,6748582744.50761,117656234558.083,8807246047.87534,682193834.884847,-335480095.881686,2342254839.74034,1416199551.24843,28240906713.1781,110862875744.892,7840069408.37559,858212759.784883,12343075923.5612,699566175.092327,14525186596.4548,5814605457.27212,-409447809.002404,-1334732890.59201,3131762135.58431
"P012",180229391818394912,321130997868645056,2624305955995511296,423057109695922816,27214290717417236,1863333787298940160,45913213861139824,3346221766610818,372034365293448640,103242707594676800,69635752665185720,1232707430661491712,372903503437486144,816408647292994,296922070134992832,48992507313515936,53362845672522408,196685064315834336,92838694536358288,31327392527390296,5318502187011133440,2400912507218160128,38914208681682184,8912291138106987520,7579077783463583,1740189090123899,11015606468220370,27147977104314588,33175567893988816,97596606738934080,117667828385864640,68297121204489216,14945383551789400064,10690037934946618,7549218907802800,11764987643957076,233813922242943776,41703951329600480,145403426054682912,14724135076136376,936417443824492,77414846101549808,71064323528549872,82940247068121248,3898716978139831296,683361951238281,2752949913229490,96353196498151824,205589316701844544,37040953407547024,733140850951644544,2788873351004.31,2303055506543.21,85685978.8672842,1284159592.04804,62535592.2232694,1332901092.95021,1833114529.03996,5116496372945.45,346777716640326,3141776700373258,79791699578143.1,7429579402.32483,1275715562.17359,714927431.933782,29441323595.2982,2573496829.96615,9159413.53203852,18547085.3689048,91299026.7549204,9931972.84750938,188787261.240445,2818899.13755833,232019814.219162,1156737386.70923,0,924394242.531059,58791780191.0125,78348341039.534,17626108709.3811,7331252695269.77,75333617612165.2,86921537972862.6,1308546069528.43,44028431.840739,7522557.03220494,942908682.618233,1181762.43049219,611193346.657967,56300523.4802047,5899369.52474278,67493182.7109279,1544453.55943327,292211099.287068,7335798.03433125,227425090.517788,883065771.239494,151806818.082306,59437446.2183315,8739595.58130646,91559201.4991844,37637909.1202645,186130502.4286,130424862.834491,115656220.936214,10406466.676148,109713425.374849,922327.685795931,6109039.37829261,3890865.39256447,2247243402.61454,87766354.6267243,224842553.345562,321032457.656007,10052829.2649959,18709879.7071621,11543319.6677185,94486752.7664552,2918547.75965051,9899827.47881395,5900820.62015919,63347620.046559,27954105.6492388,40064015.1646765,12540208.0346718,2930603757.0515,843912048.809104,86533.7045381434,3364022758.94794,7591203358.52681,10126063045.6465,10594026881.2666,-204233127.863752,2341426250.9242,686515389.541025,310136753813.37,95525145874.0984,363002299.096529,-75630157.5532933,28763089693.613,207563977.845652,2983389953.18269,13292768118.1564,-45804578.6327512,-70226499.4432046,466428815.294065
"P013",4143375121837526,31242016326613432,36604602163865064,33977657621920256,101403979251792,150451222010373536,16002989001611670,29955245286056848,172497916799095424,168966488992138464,16676416426066140,4757112860584005632,1871058307621422,11065300968694818,45235907811566600,20749111777108856,850453560696546,10594293698694560,27087533416681120,2196169697268636,79506694340118640,7161109043565191,132543356422199,22957026474345440,4417324993182696,189502131792242,91562286033646144,1562401450175654,1331414031783648,61112249589510432,320045920783524352,54786387692573424,5385989875138075648,9932947062883404,27441062684063712,20498222809670320,32943103517023844,5752669841196434,51588843565980600,16478401942976448,45987348412817240,67290832175824040,372169570944683648,48060803379597736,2234019629299253504,15496541734385534,3254138889660110,957603855710794112,14516744325421814,15939670781154812,14424292853942514,2773649678226.46,302223902693.553,123798333.252657,2846684319.26994,280184005.507417,146039492.074903,3182817263.5211,98527662258169.3,26013362054314.5,1002221657892100,31578127975791.6,4788860368.80677,1680069775.55673,4067553085.40646,36760778784.4224,278273450.492909,92825125.6887669,39814890.8549959,66719100.2093274,23341885.16551,249868558.349401,-2191525.24558519,651027210.294867,2933453770.02939,0,81204703861.9883,39697500573.3839,205977219271.685,1713786485.09636,2117939535971.89,7376733636647.11,97677261700656.6,2179706512869.71,77945057.5535628,19308919.7547191,47740030.7885989,420017296.927309,360486351.625412,505961909.181201,188220894.772291,713693570.366567,18070244.2367142,88370963.4585785,25684463.8717618,60387700.8293903,86274626.1725605,120529002.252938,33494705.9568616,20788609.0899464,163818017.92828,102428099.476126,87649004.153531,432860696.372754,23694117.8382254,1591799072.8297,61308791.7082764,15051007.009897,1266469710.94334,6803295.61794124,5903757.14055361,5352311.21631503,16088407.6148556,143834119.794077,101158345.688285,388020782.46645,108024348.680231,92832278.0324812,4335449.2813219,91183698.7325471,41311260.4876855,515114106.584644,985840153.627915,441254919.906727,143239691738.858,1130441058.66956,-3434691.93131697,11869731.5470966,7116954549.69705,76241288759.1905,4966388559.52344,811172693.035875,24646650.7659404,131938430278.505,1033527722.14712,127136525213.51,9507832133.48759,38306343.3273417,-148645.820731584,210257909058.357,273249048.042903,2580138484.49257,12188815994.6599,-214531517.014213,-849508.786785544,2443304477.35568
"P014",23630364809338072,41193872876689272,1277306712859568640,27360147321043496,627109182130126976,8516893228232333312,77450893523372656,1534199265453755,688460344005569920,2218013057953828,2332708302582160,25069648818790004,11638846608083554,17870452205657118,33068724374555148,424774287849445760,85708350532301344,884954650721444480,28641091729279564,668301615914676,544679333832842304,5107592742825793,2371642085387602,20209994016489380,135794714980314752,26997509237668868,193402320848062944,83464263043432432,76599319739321664,1486698721692821760,12937926888940392,10635185571816192,29510624884640592,25799067522913060,32011005832549968,512273537264764800,154282728692660480,13454833208686670,723843264053986176,47606320987892288,1967129545712707,147994984376635648,278205496036509664,116546596377956096,910282756248049280,63461779123297128,12936327903703774,89212980365928608,137002686869164736,11292594057372284,28788818327700264,1708141736811.15,5893734743469.45,167022598.108828,2106897580.28231,138987846.284586,1383438017.27,5349229495.41901,4431049534295.87,22773679135066,166690491893974,44310437983303.6,818407654.867196,412297786.434423,87280079.8427417,81842677635.6276,47815154181.0217,19986749.7880347,316875.069689201,20802318.9130273,1224829.72158657,67384478.3582022,926577.540654052,349194819.030695,240078960.933259,0,3699605915.94488,1562877632.87911,228654290395.922,1942998255.68201,2106706312472.67,892256080294.054,168936921977541,3151037897745.99,148726302.480906,191684156.778254,44986096.3853648,87107894.5623811,33247355.2651523,9216168.34010702,257308674.90604,141564387.994166,469202612.011465,295138169.006168,1723548161.78467,13735285.1273639,602573783.920129,11220596.9886406,6370305.1210779,265914547.125489,164101857.10252,201742321.147785,76608556.2616889,8811465.50862925,719261135.692436,2122718.36356759,10546963.1459567,36118793.5985414,129222287.58002,260188209.036291,51268055.9951086,129376450.348258,410762309.944782,399144033.295014,88029984.7242279,51002854.5529649,164197228.138464,718855031.37445,63536247.2028239,55686765.6590873,1198118.84581576,1505095439.22216,240420554.593099,913475588.635057,404983083.326343,-672709784.493217,37152793.6712094,10918132.7646933,5907199475.38544,728499246713.948,503620261.108246,21067103949.4705,-18310898.5850592,10896165270.867,3193151532.81657,43346802783.788,52842217699.0516,1830101803.68191,-405742362.88006,1735375376.02159,204304086.772522,230539489.466818,23019423239.037,-974155.97296005,-138895966.728388,380234439.094415
"P015",168510448349790,4181961572606888,2528017514503650,747182931101034,10290330459472110,238118608440445888,529357839069732,890410379556921,13538124020572992,6689361204238944,4323283664616254,18403774050201760,22048710152313808,5535906461163380,4969072557785449,74876723351466048,2013792283244466,303195606843293568,1605456568201808,619796698527344,6331336422452773,1077212239483695,2176911189838673,9023365660792674,415542693114915,711940532208660,232292715087583072,834096894923934,2383633737022846,5084021698022449,76206511817375856,2046935780773334,66004466986489592,5199515176002342,14475977414272090,10969707621154434,72421577708831504,171153344528388928,160471526173679872,17427088773777034,7601263116278398,21137317656132228,164752932914681056,9663121860022538,372441428837354688,1098059213639474,18691093012165904,8504777199016042,2974577137146390,1642034231982934,62241816193452136,2549635758397.09,2309814238083.93,104880105.261487,1224993157.27978,11091780.2143098,7689729032.1189,368501905.659876,43463796783841.1,349785891738122,190852535830404,9381754391595.48,5796289046.46303,4429518289.67174,6704193968.04157,59963203632.4586,4943814490.68304,1067345.66849069,20017545.7144902,29933459.1217421,4818038.51411324,76525401.9200883,12822111.4445571,42736344.0469203,677253817.494944,0,36801340864.0217,20172496829.4331,5006104127220.3,3470662648.34753,45422472106363.5,10414208953555.6,46519303648502.4,9065761124752.22,397854743.037898,37134321.8927378,150886566.269328,26345766.0545618,278642307.384756,55228066.7912831,662831872.835932,140071610.588439,356117516.457494,37589164.6204603,134562879.874397,4735289588.80407,825557192.544797,978140629.198397,88543456.9336046,433267880.871615,742067865.972414,90012029.4014319,16497663.7777335,9283067.57445457,144373907.175537,1692630.13746374,403331085.947044,699976498.246096,81733310.6550027,200800725.817938,44011472.0245724,95385926.2828478,28259329.6924619,3100667213.67859,497098452.671146,7771324.10684427,32920882.7967285,169725336.961564,1552666.63110685,142207801.471583,1021743.03965209,7014952207.70539,4846655.48075877,235958873.619959,136201033.545689,-828863381.427437,62193943.3107918,1775186.46439178,62704607432.2869,62281067948.2501,333070500.068701,8576721393.78054,-623598440.897485,4065189299.03259,1519033035.43611,4063552007.9597,8526358652.6017,106237277.088155,-453379489.513035,15158113855.9354,67854577.0335951,3113345818.13742,6362568866.82287,-540658033.465436,-66931519.5167036,2765148952.86384
"P016",334290329871169088,1554988221981713,38787060040457632,18632782020655340,26308991858642208,579824729698530176,213676198809468544,22672373457670128,4469024862420678656,2592767822169675264,3991927583551706,3372547953898051072,49510422147954280,250622993668046976,3542739156382245376,1415838079311199744,13995928973946484,4005044324552482816,427168737714379520,83506462835200272,217340467712675936,72822016703009488,9591134865161546,2319741683112915456,16316729287780036,20495589204483144,10671217985947420,58428648896000176,2759126016930164,16122785354602118,29012828993149760,84149282516576544,3495449318945586688,27329954093860368,9801948859553790,925026405175561216,168046268056613376,4212646090436218,315861006684988800,7437780194689569,1897916091064138,32776601724944472,68876300436361608,4975362335989028,11681586672475482112,762475713376411136,174289957813223968,3826171412183991808,68557832513409768,82914940976257824,11305813651987159040,2744167325105.67,446299250452.061,361367418.326296,58429290.0001195,14285820.9717678,360106238.133158,683544985.62863,229440062551593,6508184184109.58,918484643830414,59502879949333.5,2998104571.56006,464902405.941568,410447328.74082,3530085971.24952,2870392921.69474,1946999.64653271,23381318.8509956,11110255.331026,4189992.54630012,757395061.046462,-1501535.93234732,23754476.7811436,1386576974.1791,0,31120345513.1348,132207652946.471,2886608103576.38,20934025689.4488,9218557005409.85,1918861831473.43,2347557545910.76,3333615996078.8,825988387.433392,5669622.1054015,377962214.480801,125772344.794724,3255883308.76093,46787495.976893,3174354.36709735,351618944.87321,54576922.2840182,127139825.249784,134620436.845803,90327883.0691295,118909658.623559,41929122.4343069,55607040.1599095,949694941.497227,20294514.7735579,28791278.0520502,11648698.5755893,14382302.8147252,86289424.7671544,53361095.3711745,13551893.102674,115228658.684362,1919289388.93635,2494122.92774348,31218667.2879571,18337830.2263656,15908935.669635,145460544.533405,497739472.577217,139493372.58374,1711540.63346826,47015673.8694423,44050067.8467443,306071800.975544,175912109.864571,2415109899.48742,40274169.2688461,527703626.247319,6288123.36627892,-941142351.989548,60893934.2725575,-2118861.29888131,7015194274.14737,578144873251.413,296691674.688658,169682437102.245,74976257.6195555,14792625026.1217,1995614914.85995,20375854715.2058,42261084534.0435,7314019250.88619,1334788026.72225,11812950035.4793,7881323.31123215,8885289461.79133,2518859785.72254,-57265443.8810178,6059256586.36831,9329289935.98515
"P017",3984682421542016,1254472150138504,3440807919822466,291012198625766976,37320583823885712,4885257397988957184,6300978435253367,1025612948041866,6570995251895517,2401987368615864,31818185559974920,94955654540438832,121638957878698176,25414810500710972,177455814867021056,37118045829813976,1144645133688165,631033231034117888,11686234306698894,4240381438677789,62459337723026720,1446823994323736,9328175515548290,14735245244731896,3398326158048706,5441254524127552,99814338671453328,4942554620064340,530457129324284,7507839814766314,1416476213957591,525534397236243,80912256394315040,1070454910986700,292577587747732,19546765583013120,9936933345498004,2492884697115678,9182513276239440,63464952559441336,33874911679832348,283091947006724160,277262154991385,407856292922493,125870258003192192,34296151320877876,206138352698453,20436890148082588,592272603133083,5363613017483936,3680444510205342,24146505182.4433,1780419468717.56,1104338899.55944,274667076.737488,150840433.419998,507103666.53439,1082673848.40736,203661419663749,69403092455362.9,4137837954199642,14957508334506.9,238296926.610677,5294058770.61289,27599745.6187742,11033736929.0683,780311893.420496,5616314.08404445,4380894.65703851,66335572.9751612,3504579.88450324,2273622400.83062,-1251045.85522828,107244516.636835,105578624.403589,0,6369163042.26161,32743923691.2874,1101125467153.43,83559498361.8959,1547222411941.26,1031534583211.92,15185542759945.8,14701120280482.7,113806346.121006,8871416.6329315,570253039.362396,7045267.53624453,260964577.848305,23615519.2935617,17972775.8075756,56391285.6156978,31760840.5281429,263237122.486631,2175915.05916916,3024430.40420737,290585883.775868,69534347.8862573,33202712.4844786,1093906883.59163,8719270.41484127,137042788.325153,105965001.154499,15379873.4285549,35005549.0707614,26981870.3133411,4919190836.06486,12093669.5990525,1410078.34782869,9597488.55257343,2584070.18925725,11183248.6516607,63683614.9985255,1141360356.52685,11598161.8723071,2745777.99416453,83967827.0806499,5470205.10936334,214299.578082149,53462786.6689986,136762892.858024,69797047.1556486,637500434.792815,101774249.939351,199269073.659004,694822959.481068,510280080.46331,-97767.4628817647,1932811209.52788,14205520662.1879,27386518054.765,1171494566.19156,-47475065.1363381,10037342100.4848,2690611975.74903,84358226284.6789,571416912.564948,5316654773.14355,-21764573.8797052,687002273.363771,3338705.86928187,7785132148.13074,3971025237.69999,-967890888.72139,-400275681.98859,297131706.920441
"P018",3538877440934352,565240750932418,12173547284330030,252463403463928608,3437635233851557,183593712680880320,422815842867890880,47012137097361240,330919163887987840,230239506595862784,11832515587519112,831955609550794240,17742594162790134,5916415953435481,73612707706877616,68147621309337104,27740543152353268,27369502462778548,3549619974084322,3161105077744620,1465262275434710,298541333166720,6729499314481135,8496267089914497,2108473199302824,18951960799167652,36457378385754136,22619792394169972,495415807717990592,139130116194167120,22863230231558996,2711918567415902,23266295254496032,271637425546604,389301623489813,156772814227825248,2183426506115109,4276519671377802,102240725173544864,413141277084648,163841624872622,2213950107440642,55435491665759888,90309218570170464,68543680862805424,1365612925562741,6426661663199265,7816264020279313,6767376635690357,8108761906249481,693706704993656704,1357997920615.16,3795220663731.46,193918642.431526,95769446.06651,955697324.774029,117137304.908452,920680544.403299,253131665241740,12987141250584,151604052359203,11396728391552.4,465774462.887696,695633613.758328,1063488505.00534,5476056961.24015,155741620.928085,62367051.8321837,19407235.295127,6196012.47511039,4454851.05448252,308383855.39723,-8531171.86795915,149585810.030458,608714973.285555,0,57019739308.1996,76841707525.7413,5735212503664.53,18273198457.9459,11101142616944.1,1797294536024.8,145913693916335,565692056970.351,1070041984.3572,637277.098625463,177124385.716578,35138204.0662478,285462999.099799,44834729.2762192,824714325.834024,330773219.915467,625777414.036821,256403812.128127,246187227.944702,141604350.26945,30711281.0685456,299070611.445536,686026248.118499,193388270.325912,72132889.8889996,129152287.523382,193015219.69078,103828831.256278,2157953971.80649,1593286922.68014,22652105.6779884,38908312.3651204,399956167.19003,18466537.2686651,27224899.4633795,848269034.795911,6494451.37866706,235780485.310335,1675073075.06902,1045302402.68213,61395888.2742133,108905059.522804,47221205.8247456,51526001.1303625,5954305.13408908,517133509.473826,19302772.0171651,2538191046.87083,1260041841.38151,-132088046.312877,-486080210.994333,-527775.065780937,4366580229.77364,248043478466.461,7434689113.39623,3899747303.63138,-57675498.0756607,319481431254.516,2533645402.54626,13244960013.3937,9840113826.69462,-39012230.9832807,-9793328.97357791,17747678457.9738,41308891.0536591,9306766497.85123,4257286393.12518,635242668.018861,-608114763.53203,171857572.843115
"P019",22348195172837260,39011377338236168,74042438742906496,14965056310063124,3409887321827979,44699790015245736,737271563677812,2682409012646641,101782676440622576,43735057786943048,10840058942211818,42759877738612672,78296995966997712,15967830158401196,373040481669250368,3777040710429332,7891416685668601,3916227973056144,31941354166733284,90620367370952432,1834030721825626624,13582398102604312,6974056025236541,293381102354188736,11664441044393890,100652501319874432,1207179779529186048,14814397442777652,9648075717624884,52363542906622656,14097632563982690,2542730659181652,71998583364552176,18060174661639648,5643234467774317,6938692777913701,15890661098051098,49797691995225208,142608440228080032,5043302829450450,3213428693010248,59681734892198416,53816346044618624,46561514743401080,19678014850752012,941447434913983,9268242824626408,33891041694873252,5266561256406927,5613885674345348,1208755676912712448,829452453812.228,1929873905786.04,1006023008.13397,149002280.850866,49517317.4310371,1137322117.85789,3737466406.21434,3993932725384.77,76567966867693.8,2368914413232660,23415005722397,11762187120.447,816141278.642733,12390615444.0662,135079537772.485,1188707552.64713,2123213.50415629,5808017.83106813,404603247.114062,822017.146865021,2072871547.79979,781685259.680625,216792606.379022,1282361897.56003,0,1209106770.23101,19456410840.4296,2669473423982.23,25970392533.7117,2324585908661.78,2760482064370.35,3127462241546885,128486667595.629,37987442.0959823,54775841.712559,3220120195.28168,11642523.2156758,135882794.317003,31825598.1340035,61885778.2239026,7982370.98112678,23863060.1230724,221836846.994845,29300458.6214163,65902097.8597402,728748178.133744,864026490.02527,111399854.070422,52914287.621857,41490318.0085132,42684340.5665723,200956064.223013,28540894.119461,66751528.767386,112371415.407279,53754287.0677491,3763459.93554229,117425767.690469,3649757.57781648,94177240.56896,7550758.81184678,70345294.9051898,940732408.944689,692345958.15613,42209301.2389644,39281740.6873996,132097633.808314,2478963.26405572,2043779095.76307,7255566.12794418,36886452.0207279,362461.268412942,211052784.188052,114279905.504337,772278123.924811,1007198513.00611,28353230.1880022,143241527330.055,73932988100.6384,7964812038.89605,1014880975.18013,-8819797.66112024,3773059483.65664,178394009.920765,19574825424.2834,8611445602.86096,20770378233.741,6718862.27619902,17306822796.6591,28367056.2565282,1249157244.83999,4552345998.90378,-51651280.7066348,163605251.689645,258092304.168956
"P020",10389974773699152,11916477713494008,89598029788101760,4103231242318316,41419170008887728,723899411811348224,6274408378971973,85206108644380288,57479122306324016,18039617151267664,695116664433812608,1216920682905496832,12146635751158154,25628391162872564,15106879652144004,51651387233761944,2087331546225762,34186014743909976,9679919161295754,1060260294276381,124409898328036496,485981638689121152,274895756164204928,11835067081908184,4635654902835749,1424258744004066,357812543984371968,16066204266620068,28945416361852632,48469683267360336,247296125536505600,14903101967931246,68792434770961112,38672807354851544,39608861383089256,5556794158971508,100074524393015280,12643662127937960,549660724708290880,16291858811607180,764470988506472,11310326801218138,211750367251316544,8704514328557138,414841231122714688,1259876484829441,1048104495114253,9178395514035738,12200851053116420,24090124546050444,606131444928164864,3334570841202.49,2731386440717.08,1423896182.37727,206034345.035711,242078414.598047,1412691845.45425,1734789450.21667,145632378638472,44590290613790.4,2626730339321150,7493599698538.86,8835288916.75149,7434699980.18158,7579815474.89215,84349388683.026,413414089.884263,39181463.9326362,37963549.9665097,44857335.3738492,897849.340875744,246443757.977654,7511273.88156208,54386452.5913807,405231946.98306,0,13052478247.2399,874535412929.505,755097261699.99,10838988680.2123,2753520469697.21,1361759567647.03,27865949709634.7,4115499519186.54,13444247.5169987,7734653.59139627,1048157570.9674,5278572.61544233,593517484.4642,138960799.318118,84224121.5085854,307991139.867515,176445599.749589,483638233.913562,20294229.2541739,12642096.3591764,72746259.6549674,159491261.101115,36221119.2266392,267370462.741104,55913140.5224475,729616190.444643,84217667.7722693,746845585.023759,2119129.76007258,853544579.244631,316031527.1066,8127915.19264386,45762711.0813793,663354.766685531,35884045.6223938,1590338.535506,2549190.60092949,78028755.8963119,45468855.305705,21387559.0295462,24711839.666974,1004431063.98975,31909329.4611152,5148980.83914501,33422377.3791168,3431806.94295209,265153.35434134,150503439.493773,3489737.27557503,5792962609.83154,103095858.026239,-1844035.88544337,3375450137.61775,419274058575.188,355212459.657518,6717852577.08817,14253685.5100028,23538375383.7613,2666008960.63214,30001231668.2315,70291630216.551,5118977934.60444,-178440196.451781,16193118928.2782,727782158.554459,8869775537.69033,5413655928.95479,-9609150854.68489,-161417604.499452,778686820.389443
"P021",29533303850643800,89830739033777168,3444508644467401728,483426408881679296,14777111743582882,1089228870921923968,1394885680744013,7753675678512600,42413707331610264,111662204133319760,2882227822883029,193734952757869824,49972141099300920,6287748819702678,4526287005216988160,52085400352291904,8160253718376947,9586954226699196416,53376245166814184,76933957484700384,885345514888444928,37220324133063112,1645285254468732,7492439391772388352,98266941659800800,5782994268638298,95842518581321264,1364844687187814,6633215472906654,87509017437149888,15629857725088178,55007108869325400,7943150548327474,394476572582991040,271881563310934336,1727190408605641984,16015608270262982,1518102143223650,127651970484672688,1985474771753554,7564287314352158,2512879809844649,847817064464857088,5854152557435343,3753800384604197376,84470990772853920,10431884165792490,368694021754310528,83496927878254208,1632000676973274,60739522806447552,349314051614.922,8897546887100,2988656.88666269,76835628.2512821,22305200.6356794,713903882.566159,1445385421.81434,41506333574722,128502859808134,4577440853343474,24637149932380.3,2306605677.70612,3882327306.63579,9225265408.47859,65059865502.2719,7225383321.27798,3094041.31720036,1394610.907834,192586030.724821,4411602.92732829,2557713701.00798,-32949983.3505791,283358069.5641,1808238496.40208,0,656978623625.911,5444952410.96683,96986596314.0319,1537865990.73482,2791341831471.13,9163329465330.04,114548062181366,30162011505475.4,2082660913.46219,205439783.847934,1370867598.05574,36228952.1625081,615747760.505387,251013725.381794,2300182913.78732,230258909.181355,36784996.3335261,2763921209.95649,161021420.248183,836841027.877167,414010042.707138,85237926.4546119,76378759.8925698,65963792.1550352,71772507.1303493,22978711.0646613,100422239.005825,58684895.0605468,2150535799.12291,70185784.6376204,80711683.843289,23411943.431578,132987621.668108,123854149.23061,172468363.404378,43796885.6576521,321658813.308024,311187017.628392,199662435.365161,10921285.1504803,256341667.38465,57765347.8880356,20576885.5545923,94752693.4273433,315648393.657421,119420.639190212,18965224.1717221,72640715.6351861,12153238.948486,-535087861.838526,-14155294.6879566,615248.299396132,2791620222.28025,116001738397.163,40669540.2846351,1482062400.93897,-706379781.711317,19415644536.5915,38304097.9130467,43889385561.5712,127783864595.349,2621481524.5756,-448058644.349558,4706182824.14313,12615559.1273259,1222227281.31573,117218382040.844,148557195.978537,723909057.443376,49333958957.2038
